id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V2292,Colombia,41,M,Sillustani,Puno,2024-05-28,12,3556.04,Avión
V2293,Perú,51,F,Islas Ballestas,Ica,2025-04-15,15,367.96,Tren
V2294,Colombia,47,F,Huacachina,Ica,2025-01-30,6,3546.67,Avión
V2295,Perú,20,F,Centro Histórico,Lima,2024-04-20,12,2784.57,Bus
V2296,Perú,26,F,Montaña 7 Colores,Cusco,2024-08-03,12,2103.93,Auto
V2297,España,45,M,Centro Histórico,Lima,2024-01-01,14,2295.53,Avión
V2298,Perú,35,F,Lago Titicaca,Puno,2025-09-20,11,633.9,Bus
V2299,Perú,19,F,Barranco,Lima,2025-01-01,13,499.4,Avión
V2300,Francia,61,F,Barranco,Lima,2024-08-01,1,3872.72,nan
V2301,México,44,M,Islas Ballestas,Ica,2025-03-21,10,4053.68,Bus
V2302,Perú,34,M,Islas Uros,Puno,2024-10-19,8,1485.32,Avión
V2303,Chile,23,M,Plaza de Armas,Arequipa,2025-07-07,12,347.89,nan
V2304,Francia,61,M,Lago Titicaca,Puno,2023-07-18,7,1560.12,Bus
V2305,EE.UU.,52,M,Miraflores,Lima,2025-06-09,12,1466.21,Tren
V2306,España,33,F,Islas Ballestas,Ica,2023-10-08,13,2356.46,Auto
V2307,Perú,67,M,Monasterio de Santa Catalina,Arequipa,2023-02-07,10,1806.09,Bus
V2308,EE.UU.,53,M,Montaña 7 Colores,Cusco,2025-09-24,14,3059.8,nan
V2309,Francia,40,M,Lago Titicaca,Puno,2024-01-07,4,1224.61,Auto
V2310,Perú,63,M,Huacachina,Ica,2023-05-29,8,1170.65,Avión
V2311,Brasil,40,F,Valle Sagrado,Cusco,2024-05-12,8,3041.14,Avión
V2312,EE.UU.,55,M,Miraflores,Lima,2025-09-08,10,2027.13,Avión
V2313,Perú,33,M,Miraflores,Lima,2025-04-10,12,2519.22,nan
V2314,Perú,49,M,Líneas de Nazca,Ica,2023-06-09,14,295.74,Avión
V2315,Perú,53,M,Líneas de Nazca,Ica,2024-05-18,13,2469.32,Avión
V2316,Argentina,26,M,Machu Picchu,Cusco,2023-12-19,2,3910.89,Tren
V2317,Chile,57,M,Lago Titicaca,Puno,2024-03-13,5,742.11,Avión
V2318,Perú,70,M,Machu Picchu,Cusco,2024-03-14,1,2941.34,Tren
V2319,Perú,37,F,Monasterio de Santa Catalina,Arequipa,2025-01-19,15,2854.52,Avión
V2320,Perú,30,F,Lago Titicaca,Puno,2025-05-20,5,550.0,Auto
V2321,Alemania,63,F,Montaña 7 Colores,Cusco,2023-10-29,13,705.73,Auto
V2322,México,21,M,Islas Ballestas,Ica,2023-07-11,10,3231.38,Auto
V2323,Colombia,59,M,Valle Sagrado,Cusco,2025-05-04,4,2678.94,nan
V2324,Brasil,25,M,Islas Uros,Puno,2023-05-24,3,3281.02,Auto
V2325,Perú,18,F,Plaza de Armas,Arequipa,2023-05-24,9,2502.05,Avión
V2326,México,32,F,Islas Ballestas,Ica,2023-10-27,8,2452.71,Avión
V2327,Perú,27,M,Monasterio de Santa Catalina,Arequipa,2025-08-07,12,1711.9,Avión
V2328,Perú,39,F,Barranco,Lima,2023-12-14,13,2742.02,Bus
V2329,Perú,53,F,Valle Sagrado,Cusco,2024-04-24,10,487.34,Auto
V2330,Perú,51,F,Montaña 7 Colores,Cusco,2025-04-04,1,2731.27,Bus
V2331,Alemania,30,F,Plaza de Armas,Arequipa,2024-03-18,9,3002.21,nan
V2332,México,35,F,Cañón del Colca,Arequipa,2024-07-15,3,909.71,Avión
V2333,Chile,26,F,Huacachina,Ica,2024-02-05,11,1170.23,Bus
V2334,EE.UU.,64,F,Plaza de Armas,Arequipa,2023-09-26,1,1310.22,nan
V2335,Perú,29,M,Machu Picchu,Cusco,2025-07-24,2,1020.01,Auto
V2336,Perú,28,F,Líneas de Nazca,Ica,2025-07-09,15,2045.56,Tren
V2337,EE.UU.,68,F,Sillustani,Puno,2024-01-21,4,3546.34,Avión
V2338,Chile,58,F,Cañón del Colca,Arequipa,2023-12-31,9,639.83,Tren
V2339,Perú,51,F,Machu Picchu,Cusco,2023-04-22,3,619.86,Avión
V2340,Chile,19,F,Plaza de Armas,Arequipa,2024-09-11,8,4385.31,Tren
V2341,Brasil,37,M,Miraflores,Lima,2025-06-20,11,3778.38,nan
V2342,México,27,F,Plaza de Armas,Arequipa,2023-05-14,12,2541.34,nan
V2343,Perú,59,F,Lago Titicaca,Puno,2025-04-01,8,991.02,Auto
V2344,Colombia,19,M,Machu Picchu,Cusco,2023-05-04,11,513.68,nan
V2345,EE.UU.,36,F,Monasterio de Santa Catalina,Arequipa,2023-10-19,4,1086.01,Bus
V2346,México,22,M,Cañón del Colca,Arequipa,2024-08-19,4,2323.24,Bus
V2347,Perú,66,F,Plaza de Armas,Arequipa,2024-12-17,6,537.78,Auto
V2348,España,59,F,Islas Uros,Puno,2025-04-14,13,4230.43,nan
V2349,Perú,62,M,Centro Histórico,Lima,2023-10-12,9,1077.76,Tren
V2350,Chile,19,M,Cañón del Colca,Arequipa,2025-09-23,6,3518.25,Auto
V2351,Chile,67,F,Plaza de Armas,Arequipa,2024-12-20,12,1818.85,nan
V2352,Perú,27,M,Valle Sagrado,Cusco,2023-02-11,7,1138.39,Auto
V2353,Perú,44,F,Sillustani,Puno,2024-11-10,10,2464.99,nan
V2354,Perú,55,M,Miraflores,Lima,2025-01-14,2,459.58,Auto
V2355,Perú,56,F,Monasterio de Santa Catalina,Arequipa,2025-02-14,11,1767.49,Avión
V2356,España,62,M,Monasterio de Santa Catalina,Arequipa,2024-04-04,1,3152.58,Bus
V2357,EE.UU.,35,F,Lago Titicaca,Puno,2024-02-08,1,3203.15,Bus
V2358,Perú,42,M,Barranco,Lima,2025-02-08,15,2832.12,nan
V2359,Francia,57,F,Plaza de Armas,Arequipa,2024-01-15,3,1814.64,nan
V2360,Alemania,35,F,Lago Titicaca,Puno,2024-02-23,1,1599.99,Tren
V2361,Perú,66,F,Plaza de Armas,Arequipa,2023-01-12,14,1478.82,nan
V2362,Brasil,40,F,Plaza de Armas,Arequipa,2024-10-20,8,716.79,Tren
V2363,Perú,35,M,Cañón del Colca,Arequipa,2024-01-16,1,1877.13,Tren
V2364,Francia,67,M,Machu Picchu,Cusco,2024-03-18,13,4333.95,Tren
V2365,Alemania,47,F,Barranco,Lima,2025-02-05,3,512.73,nan
V2366,México,40,F,Miraflores,Lima,2024-07-26,14,2809.79,Avión
V2367,EE.UU.,63,M,Barranco,Lima,2023-05-24,13,4422.93,nan
V2368,España,54,F,Miraflores,Lima,2023-02-01,15,2701.08,Auto
V2369,EE.UU.,51,M,Centro Histórico,Lima,2023-05-14,11,2237.74,nan
V2370,Perú,67,F,Centro Histórico,Lima,2024-05-19,6,432.09,nan
V2371,Perú,20,F,Monasterio de Santa Catalina,Arequipa,2025-02-10,10,1382.77,nan
V2372,Argentina,40,F,Cañón del Colca,Arequipa,2024-11-02,4,1703.38,Tren
V2373,Perú,53,F,Centro Histórico,Lima,2023-04-19,7,2932.07,Avión
V2374,Perú,42,M,Miraflores,Lima,2023-11-30,9,2489.26,Tren
V2375,Argentina,50,M,Valle Sagrado,Cusco,2025-09-19,5,3037.01,Auto
V2376,Perú,19,F,Cañón del Colca,Arequipa,2023-12-23,9,1053.31,Avión
V2377,Perú,36,M,Machu Picchu,Cusco,2025-04-12,2,2378.44,Tren
V2378,Perú,54,M,Montaña 7 Colores,Cusco,2025-06-17,14,2328.52,nan
V2379,Colombia,54,M,Cañón del Colca,Arequipa,2024-05-22,3,4388.24,nan
V2380,Chile,35,F,Miraflores,Lima,2025-03-06,13,4199.39,Tren
V2381,Francia,55,F,Centro Histórico,Lima,2024-02-13,13,1930.93,Auto
V2382,Perú,20,F,Miraflores,Lima,2023-11-18,2,1023.82,Tren
V2383,Argentina,26,F,Centro Histórico,Lima,2023-05-26,13,1221.29,Tren
V2384,Chile,32,M,Valle Sagrado,Cusco,2024-08-17,14,3881.48,Bus
V2385,Perú,31,F,Montaña 7 Colores,Cusco,2023-08-19,6,2978.53,Avión
V2386,Perú,62,M,Sillustani,Puno,2023-01-16,15,1222.93,Tren
V2387,Chile,32,F,Montaña 7 Colores,Cusco,2024-04-28,4,3362.97,Bus
V2388,Brasil,63,M,Barranco,Lima,2024-12-25,7,2599.64,Tren
V2389,Perú,31,M,Cañón del Colca,Arequipa,2024-06-29,4,2087.45,nan
V2390,España,19,M,Valle Sagrado,Cusco,2024-03-30,10,856.0,Avión
V2391,Colombia,59,M,Plaza de Armas,Arequipa,2024-05-06,7,3484.55,Auto
V2392,España,25,M,Huacachina,Ica,2025-05-15,7,1651.83,Tren
V2393,Perú,47,M,Islas Uros,Puno,2024-02-23,8,2347.74,Avión
V2394,Perú,39,F,Lago Titicaca,Puno,2024-06-22,2,652.31,nan
V2395,EE.UU.,63,F,Barranco,Lima,2023-01-28,3,3887.01,Avión
V2396,Perú,50,F,Lago Titicaca,Puno,2023-08-18,10,2797.98,Tren
V2397,Chile,62,M,Cañón del Colca,Arequipa,2025-04-25,7,3284.92,Auto
V2398,Chile,20,F,Machu Picchu,Cusco,2024-09-14,13,2750.44,Tren
V2399,Brasil,48,M,Centro Histórico,Lima,2023-12-22,11,2715.5,Avión
V2400,Perú,50,F,Plaza de Armas,Arequipa,2023-04-11,12,1473.97,nan
V2401,EE.UU.,50,M,Barranco,Lima,2023-08-25,1,1026.81,Auto
V2402,Argentina,33,M,Montaña 7 Colores,Cusco,2024-04-05,12,573.93,Auto
V2403,Perú,30,F,Barranco,Lima,2023-03-04,5,1772.06,nan
V2404,Perú,20,F,Monasterio de Santa Catalina,Arequipa,2023-04-29,3,2935.02,Avión
V2405,España,19,F,Lago Titicaca,Puno,2024-11-29,8,3021.42,Tren
V2406,Perú,28,F,Centro Histórico,Lima,2024-09-26,7,1416.01,Bus
V2407,EE.UU.,49,M,Monasterio de Santa Catalina,Arequipa,2024-10-02,3,3310.04,Auto
V2408,Chile,25,F,Islas Ballestas,Ica,2024-03-19,8,1182.04,Avión
V2409,Perú,60,M,Islas Uros,Puno,2025-06-26,12,1756.67,Tren
V2410,Perú,42,M,Valle Sagrado,Cusco,2024-08-15,2,1547.16,Tren
V2411,España,55,F,Lago Titicaca,Puno,2025-05-26,12,3534.07,Auto
V2412,México,30,M,Centro Histórico,Lima,2023-11-25,10,2390.32,Tren
V2413,Perú,54,F,Centro Histórico,Lima,2024-01-26,8,2298.91,Bus
V2414,Colombia,31,M,Montaña 7 Colores,Cusco,2023-01-19,1,1282.2,nan
V2415,Perú,21,M,Montaña 7 Colores,Cusco,2025-01-10,14,2395.83,Tren
V2416,México,57,F,Miraflores,Lima,2025-02-01,13,4463.16,Avión
V2417,España,20,M,Valle Sagrado,Cusco,2023-07-27,13,3658.31,Bus
V2418,Brasil,67,F,Líneas de Nazca,Ica,2024-01-25,2,1522.14,Auto
V2419,Perú,34,M,Machu Picchu,Cusco,2025-07-03,5,1629.35,Bus
V2420,Perú,41,F,Islas Uros,Puno,2023-04-26,14,2419.66,Tren
V2421,EE.UU.,61,M,Líneas de Nazca,Ica,2023-05-20,4,718.98,Bus
V2422,Perú,43,M,Montaña 7 Colores,Cusco,2024-10-27,10,2031.54,nan
V2423,México,45,M,Huacachina,Ica,2023-04-27,15,769.74,Auto
V2424,Perú,36,F,Machu Picchu,Cusco,2023-09-15,1,2510.23,Avión
V2425,Perú,49,M,Montaña 7 Colores,Cusco,2025-08-30,11,2467.69,Tren
V2426,EE.UU.,58,F,Valle Sagrado,Cusco,2025-09-28,10,3988.03,Tren
V2427,Chile,63,F,Valle Sagrado,Cusco,2025-09-02,1,4089.5,Avión
V2428,Perú,36,F,Centro Histórico,Lima,2025-04-12,10,1972.24,Bus
V2429,Perú,58,M,Monasterio de Santa Catalina,Arequipa,2024-02-28,13,386.18,Auto
V2430,Perú,63,F,Plaza de Armas,Arequipa,2024-11-14,6,292.18,Bus
V2431,EE.UU.,35,M,Islas Ballestas,Ica,2024-12-21,3,2573.3,Bus
V2432,Brasil,68,F,Machu Picchu,Cusco,2023-01-30,13,3837.69,Avión
V2433,EE.UU.,21,M,Cañón del Colca,Arequipa,2023-03-10,7,3248.77,Tren
V2434,Perú,57,M,Islas Uros,Puno,2025-06-19,10,1988.27,Auto
V2435,Perú,54,F,Huacachina,Ica,2023-10-15,13,2734.83,Avión
V2436,Argentina,66,M,Montaña 7 Colores,Cusco,2023-11-05,9,3337.64,nan
V2437,Perú,63,M,Islas Ballestas,Ica,2025-03-27,12,778.07,Bus
V2438,Argentina,64,M,Plaza de Armas,Arequipa,2023-10-13,15,1924.1,Tren
V2439,Argentina,51,M,Cañón del Colca,Arequipa,2023-07-16,15,4040.11,Auto
V2440,EE.UU.,65,M,Cañón del Colca,Arequipa,2023-04-08,10,1142.26,Tren
V2441,España,18,M,Monasterio de Santa Catalina,Arequipa,2024-01-25,5,3519.13,nan
V2442,Colombia,29,F,Monasterio de Santa Catalina,Arequipa,2023-05-30,10,979.42,Auto
V2443,Perú,38,F,Lago Titicaca,Puno,2025-04-23,1,2965.17,Avión
V2444,Perú,66,F,Plaza de Armas,Arequipa,2025-09-02,15,897.26,Bus
V2445,Chile,41,M,Centro Histórico,Lima,2024-02-12,7,2668.11,Bus
V2446,México,70,M,Monasterio de Santa Catalina,Arequipa,2024-08-17,14,2769.65,Auto
V2447,Perú,20,M,Plaza de Armas,Arequipa,2025-01-01,9,2806.55,Auto
V2448,Perú,36,F,Monasterio de Santa Catalina,Arequipa,2023-11-25,3,1391.04,Tren
V2449,Perú,29,F,Líneas de Nazca,Ica,2023-04-19,15,1094.41,Avión
V2450,Perú,21,F,Miraflores,Lima,2023-12-18,7,1461.39,nan
V2451,Perú,40,F,Machu Picchu,Cusco,2025-09-27,6,1916.3,Auto
V2452,Francia,62,F,Monasterio de Santa Catalina,Arequipa,2023-08-19,7,2379.86,Avión
V2453,EE.UU.,19,F,Huacachina,Ica,2025-08-16,12,1048.52,Auto
V2454,Perú,27,F,Islas Uros,Puno,2025-01-21,3,1059.26,Auto
V2455,Perú,52,F,Líneas de Nazca,Ica,2025-03-13,9,2067.03,Bus
V2456,Perú,70,M,Cañón del Colca,Arequipa,2024-09-25,10,661.29,Auto
V2457,Perú,35,F,Huacachina,Ica,2023-12-07,4,1276.05,Bus
V2458,España,26,F,Líneas de Nazca,Ica,2025-03-01,3,1166.59,nan
V2459,Argentina,67,F,Valle Sagrado,Cusco,2024-10-24,9,2592.61,Tren
V2460,Perú,25,M,Líneas de Nazca,Ica,2024-10-30,6,2823.56,nan
V2461,Perú,26,M,Barranco,Lima,2024-03-15,4,1933.35,nan
V2462,Perú,21,M,Sillustani,Puno,2023-12-14,11,1962.77,Tren
V2463,Chile,65,F,Barranco,Lima,2023-09-12,2,3389.35,Auto
V2464,España,62,M,Líneas de Nazca,Ica,2024-01-01,12,625.47,nan
V2465,España,23,F,Monasterio de Santa Catalina,Arequipa,2024-11-03,14,3409.08,Auto
V2466,EE.UU.,59,F,Sillustani,Puno,2025-04-02,12,3435.91,Auto
V2467,Perú,67,M,Líneas de Nazca,Ica,2024-12-26,5,958.59,nan
V2468,Alemania,36,F,Centro Histórico,Lima,2023-03-14,1,2527.97,Bus
V2469,Chile,61,F,Islas Uros,Puno,2025-04-20,11,1914.89,Avión
V2470,Chile,32,F,Barranco,Lima,2024-08-09,6,3295.5,Avión
V2471,Perú,27,M,Sillustani,Puno,2025-05-19,6,2609.27,Tren
V2472,EE.UU.,34,F,Sillustani,Puno,2023-07-08,14,2113.44,Avión
V2473,Francia,24,F,Islas Ballestas,Ica,2023-07-30,10,1916.44,nan
V2474,España,34,F,Huacachina,Ica,2023-09-07,7,631.7,Bus
V2475,Brasil,34,F,Monasterio de Santa Catalina,Arequipa,2023-03-06,14,853.11,nan
V2476,Perú,69,M,Machu Picchu,Cusco,2023-07-04,2,700.25,Avión
V2477,Perú,59,M,Plaza de Armas,Arequipa,2023-01-06,14,370.48,Auto
V2478,EE.UU.,53,F,Huacachina,Ica,2025-08-16,8,3224.73,nan
V2479,Brasil,52,F,Barranco,Lima,2025-08-21,2,1050.38,Bus
V2480,Argentina,55,M,Barranco,Lima,2025-06-23,12,1722.97,Auto
V2481,Perú,69,M,Islas Uros,Puno,2025-09-20,14,1815.92,Avión
V2482,Perú,49,M,Líneas de Nazca,Ica,2024-05-03,8,428.85,Avión
V2483,Chile,59,M,Lago Titicaca,Puno,2023-09-26,5,1916.62,Auto
V2484,Argentina,18,M,Centro Histórico,Lima,2023-10-12,6,3131.36,Tren
V2485,Brasil,38,M,Lago Titicaca,Puno,2025-02-01,15,3172.76,Auto
V2486,Perú,38,F,Líneas de Nazca,Ica,2024-04-12,9,2970.64,Auto
V2487,Brasil,18,F,Cañón del Colca,Arequipa,2023-03-20,9,4027.73,Bus
V2488,España,34,M,Miraflores,Lima,2024-12-16,10,2194.56,Tren
V2489,México,34,M,Miraflores,Lima,2024-04-25,1,2617.98,Bus
V2490,España,24,F,Centro Histórico,Lima,2023-09-20,1,1382.98,Tren
V2491,Perú,57,M,Cañón del Colca,Arequipa,2023-08-04,2,1058.1,Bus
V2492,España,19,F,Lago Titicaca,Puno,2023-10-25,5,997.89,Tren
V2493,Perú,20,F,Huacachina,Ica,2025-06-05,15,2438.55,Avión
V2494,Perú,50,M,Sillustani,Puno,2025-01-22,7,1447.79,Tren
V2495,Perú,63,F,Cañón del Colca,Arequipa,2024-03-01,11,1720.95,Tren
V2496,Alemania,49,M,Miraflores,Lima,2024-08-02,6,2081.08,Auto
V2497,Chile,61,M,Islas Ballestas,Ica,2024-09-09,13,2374.88,Tren
V2498,Argentina,57,F,Cañón del Colca,Arequipa,2023-06-03,15,2736.48,Bus
V2499,Perú,67,M,Lago Titicaca,Puno,2025-04-23,13,461.01,Auto
V2500,España,26,M,Lago Titicaca,Puno,2023-10-25,15,1405.84,Bus
V2501,EE.UU.,68,M,Monasterio de Santa Catalina,Arequipa,2023-01-09,2,2926.48,Bus
V2502,EE.UU.,70,F,Machu Picchu,Cusco,2023-06-07,6,1302.46,Avión
V2503,Perú,55,M,Monasterio de Santa Catalina,Arequipa,2023-02-21,9,576.37,Bus
V2504,Perú,20,F,Centro Histórico,Lima,2023-02-08,8,2930.93,nan
V2505,España,55,F,Barranco,Lima,2023-01-04,6,2117.77,Avión
V2506,Perú,69,F,Centro Histórico,Lima,2025-01-19,2,452.46,Auto
V2507,Chile,45,M,Machu Picchu,Cusco,2025-08-23,15,1075.34,Tren
V2508,Perú,19,F,Miraflores,Lima,2024-09-19,9,343.58,Tren
V2509,EE.UU.,53,M,Sillustani,Puno,2024-02-23,5,4456.9,Avión
V2510,EE.UU.,68,M,Barranco,Lima,2023-05-12,15,4452.13,Bus
V2511,EE.UU.,61,M,Valle Sagrado,Cusco,2023-01-11,1,3081.93,Bus
V2512,Chile,63,F,Monasterio de Santa Catalina,Arequipa,2025-01-09,10,2536.78,nan
V2513,Francia,45,F,Líneas de Nazca,Ica,2023-08-07,11,2566.07,Bus
V2514,Francia,68,F,Cañón del Colca,Arequipa,2023-09-12,3,2412.89,Tren
V2515,Perú,42,M,Sillustani,Puno,2023-03-24,5,2691.59,Tren
V2516,Alemania,68,F,Sillustani,Puno,2025-08-05,8,2589.08,Bus
V2517,España,35,F,Islas Uros,Puno,2023-07-15,3,1162.5,Bus
V2518,Perú,62,F,Islas Uros,Puno,2023-09-02,13,1063.53,Auto
V2519,Perú,49,F,Montaña 7 Colores,Cusco,2025-03-24,8,2728.64,Auto
V2520,EE.UU.,49,M,Lago Titicaca,Puno,2025-07-11,8,3159.09,Tren
V2521,Perú,28,F,Islas Uros,Puno,2025-07-19,14,984.01,Bus
V2522,Perú,42,M,Líneas de Nazca,Ica,2025-01-11,6,2136.55,Auto
V2523,Perú,24,M,Lago Titicaca,Puno,2025-01-29,8,2966.85,nan
V2524,Perú,33,M,Machu Picchu,Cusco,2023-03-27,12,1023.21,Auto
V2525,Colombia,58,M,Islas Ballestas,Ica,2023-03-13,11,931.23,nan
V2526,México,59,M,Líneas de Nazca,Ica,2024-06-15,8,3366.05,Tren
V2527,EE.UU.,28,F,Líneas de Nazca,Ica,2025-05-27,7,3697.65,Auto
V2528,España,66,F,Islas Ballestas,Ica,2023-10-05,10,1806.81,Auto
V2529,Alemania,30,F,Valle Sagrado,Cusco,2024-10-05,6,3924.06,Bus
V2530,España,41,F,Huacachina,Ica,2025-08-13,15,2721.02,nan
V2531,Brasil,62,M,Sillustani,Puno,2025-03-03,14,3441.59,Tren
V2532,Argentina,54,M,Líneas de Nazca,Ica,2024-05-07,4,1825.08,Auto
V2533,EE.UU.,70,M,Islas Ballestas,Ica,2024-03-06,5,2265.07,Avión
V2534,EE.UU.,36,M,Miraflores,Lima,2023-04-06,12,1909.47,Avión
V2535,Brasil,41,F,Sillustani,Puno,2025-01-05,15,2551.23,Tren
V2536,Perú,33,M,Plaza de Armas,Arequipa,2025-03-22,6,2270.24,Tren
V2537,Chile,32,M,Sillustani,Puno,2024-03-16,1,1148.45,Tren
V2538,Perú,48,F,Miraflores,Lima,2023-11-25,4,526.52,Auto
V2539,Perú,56,F,Líneas de Nazca,Ica,2023-07-25,11,1455.54,nan
V2540,Chile,48,F,Islas Ballestas,Ica,2025-01-12,1,2006.17,Auto
V2541,Colombia,50,M,Líneas de Nazca,Ica,2024-02-16,5,3623.87,nan
V2542,Alemania,42,F,Líneas de Nazca,Ica,2024-12-02,1,908.31,Auto
V2543,Alemania,48,F,Monasterio de Santa Catalina,Arequipa,2024-11-28,12,1848.63,nan
V2544,España,54,F,Barranco,Lima,2025-02-23,2,716.16,Auto
V2545,Perú,41,F,Valle Sagrado,Cusco,2025-01-24,5,1998.61,nan
V2546,Perú,18,M,Monasterio de Santa Catalina,Arequipa,2023-07-14,9,2192.76,Bus
V2547,Chile,42,M,Miraflores,Lima,2023-08-11,9,3382.87,Bus
V2548,EE.UU.,60,F,Lago Titicaca,Puno,2023-06-23,15,1990.93,Auto
V2549,Chile,43,M,Huacachina,Ica,2024-11-20,10,3663.0,Auto
V2550,Perú,61,M,Miraflores,Lima,2025-05-08,11,1811.44,Auto
V2551,Colombia,23,F,Líneas de Nazca,Ica,2024-11-23,11,2577.42,Auto
V2552,España,56,M,Sillustani,Puno,2023-08-01,14,2361.6,Tren
V2553,Colombia,34,F,Sillustani,Puno,2023-06-14,9,2397.3,Tren
V2554,Argentina,70,F,Sillustani,Puno,2024-12-26,7,1126.4,Bus
V2555,Perú,54,M,Valle Sagrado,Cusco,2025-07-19,11,2497.92,Auto
V2556,Chile,58,F,Islas Ballestas,Ica,2025-04-16,5,621.6,Bus
V2557,México,34,F,Sillustani,Puno,2025-05-11,10,2696.81,Avión
V2558,Chile,29,F,Barranco,Lima,2024-01-11,9,2631.05,Avión
V2559,Brasil,59,F,Plaza de Armas,Arequipa,2023-07-07,11,2106.19,Bus
V2560,Perú,51,M,Montaña 7 Colores,Cusco,2023-03-14,2,696.99,Bus
V2561,Perú,40,M,Barranco,Lima,2023-03-11,9,1769.07,Tren
V2562,Perú,41,M,Sillustani,Puno,2023-05-10,14,2707.77,Avión
V2563,EE.UU.,36,F,Lago Titicaca,Puno,2023-07-29,14,1463.69,Bus
V2564,Argentina,50,F,Plaza de Armas,Arequipa,2025-09-20,13,1330.2,nan
V2565,España,53,F,Cañón del Colca,Arequipa,2024-07-08,12,3309.89,nan
V2566,Perú,28,F,Huacachina,Ica,2023-12-20,10,1435.76,Auto
V2567,España,68,M,Cañón del Colca,Arequipa,2024-04-02,1,3911.31,Auto
V2568,Perú,35,F,Monasterio de Santa Catalina,Arequipa,2025-04-11,2,1345.08,Avión
V2569,Perú,43,M,Sillustani,Puno,2024-12-12,6,1093.57,Tren
V2570,Perú,55,F,Plaza de Armas,Arequipa,2023-02-09,3,395.58,Auto
V2571,Brasil,26,F,Lago Titicaca,Puno,2024-12-21,2,2156.48,Auto
V2572,Perú,18,F,Monasterio de Santa Catalina,Arequipa,2024-03-03,3,2381.13,nan
V2573,Perú,61,M,Sillustani,Puno,2023-04-09,10,1730.52,Bus
V2574,Argentina,24,F,Valle Sagrado,Cusco,2024-12-21,15,1851.33,Tren
V2575,Chile,56,M,Machu Picchu,Cusco,2024-07-19,15,1356.52,Bus
V2576,Francia,47,F,Líneas de Nazca,Ica,2024-03-05,14,4015.05,Bus
V2577,España,61,F,Montaña 7 Colores,Cusco,2025-05-30,5,3100.13,Auto
V2578,Perú,43,M,Miraflores,Lima,2024-03-01,7,700.65,Bus
V2579,Perú,65,F,Huacachina,Ica,2025-09-27,10,2714.51,Bus
V2580,México,27,F,Cañón del Colca,Arequipa,2023-08-15,7,2974.2,nan
V2581,Perú,45,M,Líneas de Nazca,Ica,2025-10-01,8,689.22,Avión
V2582,Perú,49,M,Islas Uros,Puno,2023-11-02,4,607.12,Avión
V2583,Colombia,66,M,Monasterio de Santa Catalina,Arequipa,2025-06-16,15,4240.91,Avión
V2584,Argentina,22,M,Barranco,Lima,2023-10-17,13,4469.8,Auto
V2585,Brasil,53,M,Plaza de Armas,Arequipa,2025-06-22,4,2257.89,Bus
V2586,Perú,23,M,Miraflores,Lima,2025-01-31,3,2760.4,Bus
V2587,EE.UU.,38,F,Montaña 7 Colores,Cusco,2023-07-12,2,3112.27,nan
V2588,Chile,46,F,Lago Titicaca,Puno,2024-08-02,6,2559.73,Tren
V2589,España,38,F,Plaza de Armas,Arequipa,2024-03-12,6,2736.9,Avión
V2590,Perú,32,M,Huacachina,Ica,2023-10-11,14,2222.98,Auto
V2591,Colombia,44,M,Plaza de Armas,Arequipa,2024-07-10,11,337.75,nan
V2592,Perú,53,M,Centro Histórico,Lima,2025-05-17,9,1238.22,Tren
V2593,España,18,F,Islas Uros,Puno,2024-12-07,3,1676.54,Avión
V2594,Brasil,66,M,Miraflores,Lima,2025-01-23,11,1252.89,nan
V2595,EE.UU.,33,F,Plaza de Armas,Arequipa,2023-04-22,11,2485.41,Avión
V2596,EE.UU.,24,F,Monasterio de Santa Catalina,Arequipa,2025-03-29,7,3272.51,Tren
V2597,Brasil,57,M,Montaña 7 Colores,Cusco,2023-08-03,12,326.16,Tren
V2598,México,45,F,Líneas de Nazca,Ica,2024-10-25,14,4487.54,Tren
V2599,Brasil,69,M,Islas Uros,Puno,2024-12-03,6,2248.28,Auto
V2600,Perú,45,M,Centro Histórico,Lima,2023-09-14,1,1689.65,Tren
V2601,Perú,48,F,Valle Sagrado,Cusco,2025-03-19,15,1034.14,Avión
V2602,Perú,25,M,Lago Titicaca,Puno,2024-10-26,1,1477.64,Tren
V2603,Alemania,64,F,Montaña 7 Colores,Cusco,2024-09-24,12,4243.94,nan
V2604,Perú,53,F,Islas Uros,Puno,2025-01-05,11,1141.88,Bus
V2605,España,25,F,Plaza de Armas,Arequipa,2024-06-30,8,2615.19,nan
V2606,EE.UU.,55,M,Plaza de Armas,Arequipa,2024-02-14,15,1977.81,Bus
V2607,Perú,32,F,Líneas de Nazca,Ica,2025-03-10,15,2519.95,Tren
V2608,Perú,35,M,Monasterio de Santa Catalina,Arequipa,2025-01-20,6,2049.35,Auto
V2609,Perú,33,F,Centro Histórico,Lima,2025-05-30,3,1010.77,Avión
V2610,Perú,59,F,Miraflores,Lima,2024-03-14,14,1384.56,nan
V2611,Perú,59,F,Valle Sagrado,Cusco,2024-10-07,6,1005.79,nan
V2612,Perú,45,M,Islas Ballestas,Ica,2025-07-29,7,2291.45,Bus
V2613,Francia,33,F,Barranco,Lima,2023-11-21,14,1857.04,Tren
V2614,Brasil,49,M,Islas Ballestas,Ica,2025-08-11,3,4315.91,nan
